Momento               URI
 0                    http://mixingtheblues.tumblr.com/
 0                    http://Instagram.com/camilalalaaa
 226                  http://www.Turbana.com
 2                    http://elephantrescuemusic.com
 22                   http://www.lautbiruphotography.com
 2                    http://luc4ri0.tumblr.com
 0                    https://m.youtube.com/user/isays11
 5                    http://jupafx.blogspot.it
 5                    http://vandalyzm.bandcamp.com
 0                    http://instagram.com/mileseackles
 0                    https://m.youtube.com/watch?v=czb0RkpWbeM
 0                    http://ask.fm/ImFluffy
 0                    http://palelirry.tumblr.com/
 0                    http://chefgregorio.tumblr.com
 0                    http://www.hello-im-paula.tumblr.com
 0                    http://dikahajja.blogspot.com
 0                    http://www.prepaidlegal.com/hub/orsinilgkplan.com/ppl4all
 78                   http://treeofmamre.wordpress.com/
 0                    http://ask.fm/MelBean1
 0                    http://youtube.com/user/DanceMomsEditor23
 0                    http://jw1ck.tumblr.com/
 0                    https://vine.co/v/O7un9e7Dp3l
 0                    https://www.youtube.com/user/PitchblackItai?sub_confirmation=1
 0                    http://instagram.com/queanqassie
 1                    http://trapgodessnay.tumblr.com
 0                    http://dynameekinfo.blogspot.com
 30                   http://stephhabes.tumblr.com
 17                   http://about.me/gravz
 0                    http://ask.fm/jayykingston
 1                    http://yumeloid.webs.com
 0                    http://instagram.com/lesliecasino/
 0                    http://Instagram.com/carinacoestad
 0                    http://www.instagram.com/handslikehailey
 5                    http://www.KatrinaCopeland.com
 1                    http://ricehousetogo.com
 9168                 http://www.cnn.com/world
 0                    http://youtube.com/SwagmonsterCp
 0                    http://www.facebook.com/v.tobistic.1
 3                    http://fahmi-indo.blogspot.com
 0                    http://m.youtube.com/watch?v=6xmhlK456Hg
 0                    http://bittie.flavors.me/
 0                    http://bit.ly/tjlazo
 0                    https://www.youtube.com/watch?v=DjlE4KFj9Ck&feature=youtube_gdata_player
 0                    http://twitter.com/fadelon
 1                    http://pezdegoma.deviantart.com/
 0                    http://www.nationalworldnews.webs.com
 2                    http://samanthastinnett.tumblr.com/
 0                    http://www.facebook.com/pages/el-folio-manchado-de-hillel-zavala/100229116684614
 6                    http://dundee998.tumblr.com
 4                    http://alwaysbehappy.com
 0                    http://www.mythirtyone.com/larbogast
 0                    http://ask.fm/HiyaItsSaira
 2                    http://flowdropas.com
 4                    http://www.geminusdesignlimited.co.uk
 0                    http://lu-nya.tumblr.com/
 6                    http://www.NewEraBooking.com
 0                    http://instagram.com/rizaize
 1                    http://etiennerodriguez.tumblr.com/
 0                    http://instagram.com/dmillerrr22
 0                    http://about.me/qlouis76
 0                    http://www.chicia-azharryah.blogspot.com
 8                    http://primaeros.tumblr.com/
 0                    http://www.youtube.com/watch?v=xzSocKe9ouA
 0                    https://soundcloud.com/flyerzgang8/the-message
 0                    https://www.facebook.com/Tiagoos2
 0                    http://instagram.com/shaneeellee_
 0                    http://fullbuster.flavors.me
 0                    http://aq.com/char/Irie
 0                    http://about.me/soniachernochan
 0                    http://miltianconflict.tumblr.com/
 0                    http://m.soundcloud.com/bcruz239
 0                    http://artwiz.co
 0                    http://supreme-nostalgia.tumblr.com/
 36                   http://howchow.blogspot.com/
 0                    http://willyisdead.tumblr.com
 144                  http://www.twitch.tv/yoshipro101/
 0                    https://soundcloud.com/pacmanso4st
 0                    http://instagram.com/__dxna
 17                   http://turtlestravel.com
 0                    http://about.me/russell.k.terry
 0                    http://trxllvxbes.vsco.co
 12                   http://www.apbcookstudio.com
 3                    http://lisafarts.tumblr.com
 0                    http://favstar.fm/users/wittwitbarista
 9                    http://www.candiceglover-official.com
 0                    http://ask.fm/HooplaMe
 0                    http://originallymade.blogspot.com
 4                    http://garagesale-slacks.tumblr.com
 1                    http://amazingradio.com/shows/danicharlton
 33                   http://www.southerncooking123.com
 0                    http://Instagram.com/schererdylan35
 0                    http://ellenkopman.forme.se/
 0                    https://youpic.com/user/Just_naomi
 0                    https://twitter.com/BASEDPIPLUP/status/496097540098777088
 1                    http://jennmoney.biz
 0                    http://ask.fm/Nanathatsmyname
 0                    http://Facebook.com/BreakingLosAngelesNews
 1978                 http://www.whotv.com
 1                    https://soundcloud.com/emmanuelspeaks
 0                    http://amerahsimone.weebly.com
 0                    http://ask.fm/allsmiles247
 1                    http://littlemunchking.tumblr.com
 2                    http://let-youknow.blogspot.com
 41                   http://blogs.elpais.com/china-yin-yang/
 4                    http://siddharthgoyal.wordpress.com/
 0                    http://getrecipe.weebly.com/index.html
 7                    http://resepna.blogspot.com
 1                    http://ladyamazon.bandcamp.com/track/my-love-his-prison
 0                    http://ask.fm/OhNoAMelon
 0                    http://www.twitch.tv/alphafoxwarfare/profile
 8                    http://TastyFlavours.com
 0                    http://www.twitter.com/dahskyeboy
 0                    http://camilledemere.com
 4810                 http://efe.com
 0                    http://www.facebook.com/iwishiwas27
 0                    http://mshilpesh.blogspot.in/
 0                    https://twitter.com/icecream41d/status/481266822507798530
 9                    http://learnkungfunyc.com
 0                    http://www.gofundme.com/cvl2ak
 1                    http://youtube.com/johnnieguilbert
 0                    http://crusheddaydreams.tumblr.com
 0                    http://soundcloud.com/high-dollasign
 0                    http://www.masarajnr.blogspot.com
 0                    http://instagram.com/sfc_tammie
 0                    http://Instagram.com/sabscatz
 19124                http://www.facebook.com
 0                    http://www.facebook.com/pages/richardtansg/100358870040477
 2                    https://twitter.com/Louis_Tomlinson/status/120620074301267968
 90                   http://pod.co.uk
 0                    https://www.facebook.com/pages/%C5%81%C3%B8z-%D1%82%D1%94l%D1%94%D1%82%CF%83%D0%B2%E0%B9%80%E0%B9%80z/1418285128390666?ref=tn_tnmn
 0                    http://youtu.be/gXeOtEEVCzk
 3                    http://MyNewInvestment.com
 0                    http://Youtube.com/xaviermahoney
 1703                 http://www.Nairaland.com
 0                    http://ask.fm/osamabinmani
 1                    http://xvsm.tumblr.com
 0                    https://www.karatbars.com/landing/?s=wasimbavael
 0                    http://ask.fm/imhard69
 1                    http://dapurpolitikus.blogspot.com
 1                    http://www.newslocker.com/en-uk/news/business/
 12                   http://raishimi33.wordpress.com/
 1                    http://poisam.tumblr.com
 0                    http://BreeeBitch66.tumblr.com
 2                    http://www.ebay.com/sch/merchant/pennipete
 0                    http://lilkylo206.bandcamp.com
 0                    http://ask.fm/chanyeolmybby
 24286                http://www.twitter.com
 5                    http://stgg.org
 0                    http://www.facebook.com/brianbenavidez
 0                    http://baconforthesoul.wordpress.com
 0                    http://lavenderlimb.tumblr.com/
 0                    https://www.youtube.com/watch?v=VsxHiPClu0A
 0                    http://www.facebook.com/schut39
 45                   http://defense-technologynews.blogspot.com/
 0                    https://www.facebook.com/michellecuteever
 0                    http://naeggkomaedd.tumblr.com
 0                    http://www.youtube.com/nscxshockz
 1                    http://huiloves89.wordpress.com/
 35                   http://www.maryvancenc.com
 2                    http://isolatiion.tumblr.com
 53                   http://www.meyervandenberg.com.au/
 0                    http://www.shanepong.com
 0                    http://memorylanelaine.wordpress.com
 13                   http://www.strangecarrots.com
 0                    http://www.kellymccormickhair.com
 0                    http://www.facebook.com/SJandELF4ever
 1                    http://wecanworkitout.weebly.com
 0                    http://ask.fm/ajaypanoo
 0                    https://www.facebook.com/kevin.handoko
 0                    http://ask.fm/unusualsusppect3
 0                    http://www.booksie.com/author_hakeem_mukhtar
 1                    http://loularrylou.tumblr.com
 88                   http://dancehalljamaica.info
 0                    https://www.facebook.com/zhy.ramirez
 181                  http://www.californiaoliveranch.com
 0                    http://www.twitter.com/umezulike1
 1                    http://s00zster.tumblr.com
 0                    https://vine.co/v/MUDe100IOVa
 5                    http://www.edge-korea.com
 0                    http://ask.fm/alantheoverlord
 0                    http://facebook.com/srinjoy
 6                    http://ashleydelarosa.com
 2                    https://twitter.com/luke5sos/status/408295641027055616
 0                    https://soundcloud.com/los_the_lost_legend
 3849                 http://www.pornhub.com
 0                    http://www.soundcloud.com/keithcharlesspacebar/sets/howto-count
 62                   http://Swek.com
 29                   http://www.fivefrogsblog.com.au/
 0                    https://www.facebook.com/chinoswager.1
 0                    http://www.stelladot.com/sites/alishabroman
 0                    http://ask.fm/RachieJaninee
 0                    http://www.twitter.com/Captain_Emmyt
 15                   http://christanmingle.com
 0                    http://ask.fm/Kausanna
 1                    http://www.phoenixrip.bandcamp.com/track/nhi
 1628                 http://www.principal.com
 962                  http://www.cangrejas.com
 1686                 http://vnexpress.net
 264                  http://www.foodanddrinkfestival.com
 0                    http://www.youtube.com/user/oneleggoalie?feature=mhee
 1                    http://pump-e-d.tumblr.com
 6                    http://christineemaree.tumblr.com
 0                    http://Instagram.com/astro_loser
 4                    http://nextkaratekid.tumblr.com
 0                    http://Instagram.com/ericvicta
 0                    http://instagram.com/twinleafs
 0                    https://twitter.com/ohnocameron/status/506140685381402624
 0                    http://Instagram.com/scoye_monster
 14                   http://www.gklan.com
 15                   http://www.OuOuBorneo.com
 0                    http://jackieleepeh.blogspot.com
 0                    http://Soundcloud.com/supedupe
 0                    http://fuckcatgirls.net
 0                    http://wattpad.com/mikeysvegemite
 0                    http://vanlynlaw.kitsylane.com
 2                    http://Www.WomenAndWine.Bandcamp.com
 0                    http://m.facebook.com/robertjames23
 0                    http://www.twitter.com/marcvsjy
 5                    http://sddphoto.com
 0                    http://favstar.fm/users/Ndeshi_M/recent
 0                    http://fucked-up-virgo.tumblr.com
 0                    http://kweeenkay.tumblr.com
 2                    http://trrafalgarlaw.tumblr.com
 0                    http://archiveofourown.org/works/1709276also
 4                    http://tpgallowscalibrator.tumblr.com/
 0                    http://Facebook.com/BreakingHongKongNews
 0                    http://bullymammothband.com
 0                    http://youtu.be/M8a-qQF3DzU
 0                    http://Www.facebook.com/Ebonyprincess444
 0                    http://wandering-lady.tumblr.com/
 0                    https://www.youtube.com/channel/UCFqkBRfHIBMKOmgyKW8Vu5Q
 0                    http://twiends.com/goonerprinz
 133                  http://www.rustlersonline.com/
 0                    http://www.facebook.com/YasmineRogers93
 37                   http://wiki.puella-magi.net/Sayaka_Miki
 4798                 http://www.afp.com
 0                    http://www.facebook.com/JeckyllsCirkus
 0                    http://www.vimeo.com/m/31168787
 1                    http://butterflyqueen90.tumblr.com/
 0                    http://livemixtap.es/k26
 0                    http://vstok.blogspot.com/
 4                    http://imklim.tumblr.com
 0                    http://www.twitch.tv/lee2g
 0                    http://Instagram.com/robertgodinez11
 0                    http://Facetotty.blogspot.com
 3                    http://number1k9.blogspot.com/
 0                    http://www.cwschiropractic.com
 3                    http://koreanspainla.com
 5861                 http://zaobao.com
 0                    http://wait-time-out.tumblr.com
 0                    http://bit.ly/ChefCampbellFB
 20                   http://www.augustalsina.com
 0                    http://Instagram.com/saltyydragon
 0                    https://twitter.com/bitchoods/status/512274356588670976
 0                    http://www.picfair.com/users/JamesLeakey
 0                    http://ypolitick.org/
 381                  http://1037kissfm.com
 4413                 http://www.packers.com
 0                    http://www.furaffinity.net/user/imperfectflame/
 0                    http://www.youtube.com/user/sushinippon
 0                    http://nuriann.tumblr.com
 0                    http://Instagram.com/NikaPleasee
 0                    http://twiends.com/peerapon__m
 0                    http://about.me/jonathan_meyers
 0                    http://www.instagram.com/theSammieTan
 0                    http://twitch.tv/kuroibancho
 0                    http://09-13-99.tumblr.com
 0                    http://m.soundcloud.com/arte-phoenix
 6764                 http://m.youtube.com/#/user/RappingBoutNothing
 6                    http://monokuma.co.vu
 969                  http://Money.com
 1                    http://ketamonster.tumblr.com
 0                    http://www.twitlonger.com/show/n_1s1a3i5
 0                    https://twitter.com/frantafthelbig/status/498702326719606787
 1                    http://reppardica.tumblr.com
 0                    http://www.facebook.com/flaqkiitofrez1?ref=tn_tnmn
 67                   http://jundishes.com
 2                    http://www.unrealbluegrass.com/
 0                    http://uzumaki-no-jonghyun.tumblr.com
 0                    http://w.tt/1sGfo3v
 3                    https://vine.co/v/MVjBBM1AmZJ
 4                    http://www.kathleenperkinsdesign.com/
 0                    http://Twitch.tv/pplushy
 0                    http://theojehoshua.blogspot.com
 0                    http://facebook.princelpe.sanz.com
 31                   http://Two-9.com
 0                    http://www.RealResultsROCK.com
 0                    http://sosram.com/
 180                  http://www.cedar-rapids.com
 4                    http://coolkidsdoitbetter.tumblr.com
 0                    http://youtu.be/Pj8Mcfoe0lM
 0                    http://www.facebook.com/hassan.h.haslat
 0                    http://Instagram.com/DevDion
 0                    http://about.me/jay.graham
 0                    http://ask.fm/xoxo_aileen_
 0                    http://www.blameitonjoe.com/
 0                    http://bevanchuang.wordpress.com
 0                    http://the-party-scene-feel-like-dancin.tumblr.com/
 0                    http://bit.ly/13iDV4R
 0                    http://mikaylaarenee.tumblr.com/
 0                    http://www.furaffinity.net/user/flipstalombax/
 2                    http://gbnewslog.tumblr.com/
 0                    http://www.facebook.com/fscott
 0                    https://www.facebook.com/blanko.oliva
 0                    http://instagram.com/TheDopeeman
 0                    http://facebook.com/italo.angiolini
 27                   http://ask4it.com
 0                    http://donuts-and-sex.tumblr.com
 86                   http://NoDaysOff.com
 230                  http://www.dotcom.com
 0                    http://facebook.com/talal.khokhar
 0                    https://www.facebook.com/extraordinarilyunpredictable?refid=8
 0                    http://www.youtube.com/user/TheBunnysarecute
 0                    http://dbos83.tumblr.com
 0                    http://www.ubu.travel
 0                    http://www.purpleapron.com
 0                    http://leafprincess.tumblr.com
 0                    http://tinyurl.com/ke6ct6l
 17                   http://localpickins.com
 0                    https://twitter.com/rssworldnews
 1589                 http://cnn.com/international
 0                    http://totalwellness360.blogspot.com
 0                    https://twitter.com/luke5sos/status/402953084990935040
 0                    http://www.youtube.com/watch?v=9ig4cNCjscw
 0                    http://www.facebook.com/raco316
 0                    http://www.FlashySassyBoutique.com
 0                    http://soundcloud.com/zaindeez
 382                  http://www.scnow.com
 115                  http://www.hockeyprimetime.com
 0                    http://ori-3ntal.tumblr.com/
 0                    http://culoconsombrero.tumblr.com/
 0                    http://youtube.com/user/xxpastelbeautyxx/
 1042                 http://LMGTFY.com
 557                  http://mypinkfriday.com
 1                    http://www.instagram.com/chumisetta
 2237                 http://beyonce.com
 1                    http://tz.linkedin.com/in/teweli
 17                   http://www.uniglobenorthlinetravel.co.ke
 0                    http://Instagram.com/toodie4
 0                    http://bit.ly/UD6h2R
 20                   http://www.AugustAlsina.com
 0                    https://twitter.com/aarianabieber/status/472169583596429312
 0                    http://favstar.fm/users/@16Naina_fansrk
 11                   http://www.fifthharmony.com
 0                    http://www.Dr.Drizzy.Com
 0                    http://Facebook.com/BreakingCyprusNews
 0                    http://Instagram.com/l0velenaaa
 7                    http://www.NiftyWorld.net
 0                    http://instagram.com/almightysavage_valentino
 0                    http://livemixtap.es/mt8
 0                    http://trinny85.tumblr.com
 28                   http://oxymoron101.wordpress.com/
 0                    http://ask.fm/tiaraviviara
 0                    http://gendertrend.tumblr.com
 0                    http://ask.fm/Keemah_Weema
 1                    http://sourdesielenemies.tumblr.com/
 0                    http://www.lifeofsnackingbear.blogspot.com
 1                    http://kittyrosie.tumblr.com
 0                    http://soundcloud.com/kevzsebastian
 18                   http://www.acne-support.blogspot.it/
 0                    http://Facebook.com/FollowLondonNews
 31                   http://derrickdent.com
 7                    http://www.youtube.com/user/ElcanaldeKorah
 0                    http://tobtr.com/s/6839431
 0                    http://lifedr0pout.tumblr.com
 20                   http://www.savvytalent.com
 165                  http://www.shaktibhog.com
 205                  http://kidcudi.com
 0                    http://www.facebook.com/WoodenSpoonKillaloe#!/WoodenSpoonKillaloe
 185                  http://freebies4mom.com
 0                    http://autumnbreeze12.tumblr.com/
 7179                 http://tmz.com
 427                  http://www.pudim.com.br/
 0                    http://www.youtube.com/watch?v=ZjO2uDAbDKg&feature=youtube_gdata_player
 3                    http://glizzygang.com
 0                    http://ask.fm/toriachan
 48                   http://www.COROURBANO.com
 0                    http://twitter.com/iAdamWatson
 0                    http://ask.fm/Jaythepipper
 20                   http://menubyvicky.com
 0                    http://www.instagram.com/ashbullet
 0                    https://www.youtube.com/user/GreenMoneyMafia/videos
 9                    http://molebizmedia.com
 0                    https://m.facebook.com/ariieliis.bueno?ref_component=mbasic_home_header&ref_page=%2Fwap%2Fhome.php&r
 1                    http://www.juelsengels.com
 0                    http://Instagram.com/arianarene_
 0                    http://doritosandwich.tumblr.com/
 0                    http://www.facebook.com/desmond.elvis
 2                    http://d34thbeds.tumblr.com
 0                    http://ask.fm/txriq_
 0                    http://bobbycaplescooking.com
 1                    http://version1graphix.tumblr.com
 21                   http://pin-hole.tumblr.com
 8                    http://www.KayByTheBay.tumblr.com
 0                    http://ask.fm/Itslilly
 3                    http://twitter.com/fauxsheriffjoe
 4                    http://favstar.fm/users/hbreaker9999
 6                    http://foreverisfrail.blogspot.com
 577                  http://mileycyrus.com
 0                    http://Instagram.com/RaynaRenee_
 0                    http://Deltatoday.blogspot.com
 0                    http://instagram.com/syafiq_aryyy
 0                    http://ask.fm/imariabe
 0                    http://fairytail.flavors.me/
 0                    http://naturallykbiggie.tumblr.com
 0                    http://www.youtube.com/user/happyg0lucky7
 0                    http://Lipstickitty.tumblr.com
 4                    http://hngover.com
 0                    http://www.youtube.com/user/KaaLiiMeeRooH
 0                    http://instagram.com/jardellukas
 0                    http://Twitter.com/GaelicPony
 0                    http://facebook.com/desmib
 0                    http://wp.me/p3UiNQ-13C
 5                    http://www.dhgci.com
 0                    http://facebook.com/seigfrojo
 0                    http://www.imdb.me/paulalindberg
 1420                 http://www.MerchantCircle.com
 24                   http://uktra.in/
 0                    https://m.fanfiction.net/u/3049116/flippednique
 0                    http://www.wattpad.com/story/12936391-excelsior
 0                    http://instagram.com/erikaarsantos
 0                    http://twilog.org/bigloquacity
 0                    http://instagram.com/jadacattt
 0                    http://Instagram.com/graceascutia
 2                    http://favstar.fm/users/whaddupbruhh
 0                    http://instagram.com/roughlygrier
 6                    http://lovefelonyxoxo.tumblr.com/
 0                    http://scribblesofjaylo.tumblr.com
 0                    http://www.instagram.com/mmmboulll
 0                    http://ask.fm/PoeticDeee
 1591                 http://www.cnn.com/international
 4                    http://wefollow.com/amantra
 0                    http://www.twitter.com/herbiib
 0                    http://sbvision.tumblr.com
 0                    http://Instagram.com/p/sQjdf2q7My/
 0                    https://twitter.com/hemmo1996/status/60469685640114176
 0                    http://instagram.com/preciousbaby21
 0                    https://twitter.com/jauresob/status/508460417111588864
 25                   http://www.cookandeatbetter.com
 0                    http://damiilola.tumblr.com
 18                   http://www.wbtv.com/Global/story.asp?S=11754628
 0                    http://Everywhere.world.com
 0                    http://rahmennoodlez.flavors.me/
 0                    http://ponypasta.blogspot.sg
 0                    http://instagram.com/ppariah
 0                    http://www.twitter.com/Thejustinjaxon
 0                    http://Lovewhenyourreadynotalone.tumblr.com
 0                    http://Ask.fm/sqanbar
 0                    http://gista360.blogspot.com
 0                    https://www.facebook.com/ayeStarrrRR
 0                    http://instagram.com/hannahwilldoit
 0                    http://Nationalinternet.blogspot.com
 38                   http://www.azccd.com
 0                    http://unlockmanchester.com/
 2                    http://genesands.tumblr.com
 5                    http://www.honeypotguesthouse.com
 22                   http://www.pestcontrolcharlotte.net
 100                  http://www.anselme.homestead.com
 0                    http://onhigiri.flavors.me/
 2                    http://www.realestateny.biz
 216                  http://thebomb.com
 16                   http://www.anythingrelated.com
 0                    https://twitter.com/chvmpagne/status/507398201637224448
 0                    http://rebelmouse.com/NDBnewswire
 2                    http://niggacracker.tumblr.com
 0                    http://Instagram.com/natashaaaz_
 0                    https://www.youtube.com/channel/UCqgkTBprcG_wRUyLQmmVr-g
 0                    http://www.facebook.com/pages/Okanagan-Confessions/887645081261256
 0                    http://youtu.be/dS6aK6xfblU
 0                    http://kentxclusive.blogspot.com
 40                   http://xn--zkr.com
 17                   http://www.culture-concierge.com
 0                    https://twitter.com/GCPKeyClub
 245                  http://awaytogarden.com
 33                   http://musingsofthemisguided.com
 0                    http://www.facebook.com/lawonek
 0                    http://rod0liveira.tumblr.com/
 0                    http://www.facebook.com/liveyy
 414                  http://www.yosushi.com
 0                    http://joshuaalberto.weebly.com
 0                    http://ask.fm/lindz_e_
 7                    http://umchimasedoispastel.wordpress.com
 0                    https://www.youtube.com/user/GamerBoyBeats/videos
 17                   http://mycookingpots.com/
 0                    http://wefollow.com/mnmissy
 11                   http://TheLizShow.com
 39                   http://dymaxion.org
 4790                 http://www.cookinglight.com
 0                    http://ask.fm/SpiritOfKanto
 0                    http://www.adelekafer.com
 0                    http://fb.com/rejuvenatedanny
 1453                 http://www.kaskus.co.id
 3                    http://www.rosenthaltee.com
 0                    http://www.facebook.com/leeshields11
 0                    http://pepperonicake.tumblr.com
 0                    http://ultorcorp.blogspot.com
 0                    https://vine.co/v/MnK3PpjWXq5
 0                    https://www.facebook.com/muhammad.ijaz.980967
 0                    http://about.me/jessejames375
 0                    http://ask.fm/itsleonhardt
 0                    https://vine.co/v/Oz3hAwm05Ag
 0                    http://Instagram.com/lexiararose
 4                    http://searchingforithaka.blogspot.com
 0                    http://Instagram.com/ETK_NumBaSix
 0                    http://youtube.com/user/grenadesanddaisies
 0                    http://ask.fm/kieeanaa
 1                    http://favstar.fm/users/SeanTheNovski
 30                   http://www.dlpdfs.com
 0                    http://youtu.be/NXiMaAXpQIM
 61                   http://www.onlypassionatecuriosity.com
 0                    http://musingsofjude.blogspot.com/
 0                    http://ask.fm/Suge55
 0                    http://ask.fm/dinosrawrr
 3241                 http://manutd.com
 4                    http://lildess.tumblr.com/
